round,student,job,regime,decision_score,ground_truth_fit,credential_weight,resource,seed
1,15,0,R0,0.6746653403700519,0.5447128037521871,0.1823305805510206,0.5778526629650647,1000
1,17,1,R0,0.7233249436890332,0.7302901175808718,0.3163577055547442,0.5619759635844399,1000
1,22,2,R0,0.9037475916008738,0.9805134454231716,0.0305056515741837,0.5409414161242231,1000
1,98,4,R0,0.4752564668844491,0.5680084357613375,0.387200715976421,0.2042310088437376,1000
1,62,5,R0,0.7227623936934466,0.7695797185266142,0.1588604554520035,0.6776847697571549,1000
1,103,6,R0,0.5976011768825418,0.4987553358607577,0.2674455739754586,0.9085048452829616,1000
1,38,8,R0,0.5744381851574495,0.6641627198983672,0.1483832354365195,0.5041892696054868,1000
1,74,9,R0,0.7580094748472936,0.7213328698827245,0.0979559200901421,0.4750688949253126,1000
1,87,10,R0,0.7936857140255088,0.7678916491860001,0.0427660067346719,0.0878051080569538,1000
1,10,11,R0,0.7540941181763458,0.9081244898486904,0.2373148094806161,0.3977916662684005,1000
1,8,12,R0,0.6864921958065355,0.8039584002649284,0.1253586916412211,0.2815813803716551,1000
1,3,13,R0,0.725874759343501,0.6974145962278827,0.3766844520269178,0.8264661753452069,1000
1,84,14,R0,0.6367202431262806,0.6210547539951445,0.222436913640063,0.7799321355485427,1000
1,72,15,R0,0.6892088939613447,0.5656291973674018,0.1351353336767104,0.4122194082537023,1000
1,5,16,R0,0.6541691274906772,0.6812132376708007,0.2830897676399497,0.4158921471511703,1000
1,80,17,R0,0.6379027048590479,0.5235184350594041,0.3151235411426146,0.5815710664324665,1000
1,34,18,R0,0.771531750761082,0.7698896052384792,0.1347718908044203,0.439063597888557,1000
1,55,20,R0,0.7865034492330468,0.7688386614335225,0.1769539618684281,0.4876728711385252,1000
1,58,21,R0,0.61729334858571,0.5592263343046417,0.066349435145907,0.3048054365165561,1000
1,54,22,R0,0.6392219034138977,0.5373488549224861,0.117426131948835,0.4041987822903495,1000
1,97,23,R0,0.8010056184039367,0.7180841542921903,0.0451035659801699,0.7793677529737049,1000
1,11,24,R0,0.8824189287843346,0.94975134471122,0.2421900242758244,0.6981337513081481,1000
1,78,25,R0,0.6447226494679158,0.7357091332341539,0.3316695148925297,0.6606751347341278,1000
1,115,26,R0,0.5996392075736214,0.6021240013783904,0.201262338221136,0.3973532484702054,1000
1,107,28,R0,0.5140407958618364,0.4728518409426198,0.215907350793482,0.4826689308007785,1000
1,69,29,R0,0.793700284258106,0.7139780432044738,0.0636141421283084,0.3338203950642152,1000
2,32,1,R0,0.458848699948936,0.6023897351854568,0.3286053710635822,0.1961061308709639,1000
2,0,2,R0,0.9057818638532316,0.9289089590543576,0.0304952053561793,0.1699793572455467,1000
2,36,3,R0,0.7405290371043933,0.6360792398973918,0.143629677857141,0.5631906584896628,1000
2,4,5,R0,0.58264592590244,0.7027000479304515,0.1635762864378268,0.6134118115327748,1000
2,44,6,R0,0.5717310671786093,0.6183205204756788,0.2609603569047245,0.827578425766108,1000
2,116,8,R0,0.4907961008717204,0.4854520315576934,0.1609196650456004,0.8124783496948482,1000
2,16,9,R0,0.6950718954459099,0.8346186102911684,0.0937611730359027,0.2141923350668483,1000
2,60,10,R0,0.7223551080346606,0.690878245628809,0.0430826276687551,0.8698985847017889,1000
2,26,12,R0,0.6625278514286711,0.6547963966001389,0.1286640177096554,0.3987731132953505,1000
2,45,14,R0,0.657566647668196,0.6786425475364593,0.2172375301261688,0.216256337225752,1000
2,41,15,R0,0.6756334434868111,0.5482773419747022,0.1373749914541955,0.673366362009418,1000
2,12,16,R0,0.5057913445459213,0.3681212345940772,0.3118509293416068,0.5916484970098604,1000
2,25,18,R0,0.530459027071414,0.4400758493334383,0.1477327603063316,0.6163885919420735,1000
2,14,19,R0,0.6392221004368205,0.6395345984667518,0.1513758280174254,0.3838271132819644,1000
2,117,20,R0,0.6004012282322453,0.6683534822804783,0.1880938760185793,0.5626529437150214,1000
2,99,22,R0,0.5698441765906423,0.4151264962706992,0.1212745975045515,0.8717339593490514,1000
2,61,23,R0,0.7066354582682439,0.654843390882639,0.0458173010757663,0.2416708408592723,1000
2,92,24,R0,0.8412950964568418,0.9948768938262732,0.2441876522197286,0.4801842820575242,1000
2,47,25,R0,0.5537088712902413,0.6576324524349715,0.3370343829150878,0.0817054444865895,1000
2,49,26,R0,0.6217107540808505,0.6127515296845301,0.1977851579732792,0.3070608039519021,1000
2,18,29,R0,0.6925766981449769,0.7665270577352847,0.0618778307532122,0.3029024291487582,1000
3,2,7,R0,0.5051630891264413,0.571230807168154,0.299222350572021,0.3930510846626555,1000
3,46,17,R0,0.5998866862631501,0.2640595158216442,0.3526196632840461,0.6823983044460152,1000
3,110,19,R0,0.6064338138800482,0.5798049576181988,0.1560440383581638,0.5294377736335583,1000
3,67,27,R0,0.5149901623941047,0.4839466441510215,0.3484898837118804,0.7604139539914074,1000
4,104,3,R0,0.4993247826200686,0.5155984166916054,0.1501964455286026,0.5320859796096551,1000
4,33,7,R0,0.4888580538834483,0.3052957608773394,0.3184687413682701,0.4047728848197262,1000
4,112,13,R0,0.4528027561875034,0.528290431229733,0.4048692955994054,0.376459817789856,1000
4,7,27,R0,0.3836945333849893,0.2052904026443238,0.383992528306715,0.6312534740606498,1000
4,56,28,R0,0.4457294701800677,0.5023188181989197,0.2122971138424416,0.4709597905156488,1000
1,15,0,R1,0.5797875116264823,0.5447128037521871,0.1484185416875816,0.5778526629650647,1000
1,17,1,R1,0.6648940365921661,0.7302901175808718,0.247699826894415,0.5619759635844399,1000
1,0,2,R1,0.8148323462987844,0.9289089590543576,0.0253379590657981,0.1699793572455467,1000
1,36,3,R1,0.6420914842641374,0.6360792398973918,0.1111917104993632,0.5631906584896628,1000
1,19,4,R1,0.3998897331742715,0.4908472194106386,0.3772594165356833,0.4847936901999605,1000
1,62,5,R1,0.6544197644328181,0.7695797185266142,0.1294890520887958,0.6776847697571549,1000
1,2,7,R1,0.4785683349052264,0.5710490894729479,0.2777015242846967,0.3930510846626555,1000
1,38,8,R1,0.5835446366294036,0.6641627198983672,0.1289093783508222,0.5041892696054868,1000
1,74,9,R1,0.6943209151192206,0.7213328698827245,0.0775322613029741,0.4750688949253126,1000
1,60,10,R1,0.6331558401229345,0.690878245628809,0.0318815025793705,0.8698985847017889,1000
1,10,11,R1,0.5812430555000391,0.9081244898486904,0.1867770415463853,0.3977916662684005,1000
1,8,12,R1,0.6928437986364281,0.8039584002649284,0.1217069436108078,0.2815813803716551,1000
1,3,13,R1,0.6817865573465864,0.6974145962278827,0.3159412772429794,0.8264661753452069,1000
1,84,14,R1,0.6234090293800925,0.6210547539951445,0.1760516679330778,0.7799321355485427,1000
1,5,16,R1,0.4819380992872037,0.6812132376708007,0.2326307963116266,0.4158921471511703,1000
1,80,17,R1,0.5347123595587115,0.5235184350594041,0.2806497015436829,0.5815710664324665,1000
1,34,18,R1,0.6854569411686627,0.7698896052384792,0.120062144141145,0.439063597888557,1000
1,110,19,R1,0.5364057953002092,0.577670361711228,0.1369346913914099,0.5294377736335583,1000
1,55,20,R1,0.7291079586063428,0.7688386614335225,0.1446178773791501,0.4876728711385252,1000
1,54,22,R1,0.5860063241236844,0.5373488549224861,0.1008583042777839,0.4041987822903495,1000
1,97,23,R1,0.6449489620472777,0.7180841542921903,0.032563961999906,0.7793677529737049,1000
1,92,24,R1,0.7709299954995159,0.9948768938262732,0.208441340051559,0.4801842820575242,1000
1,78,25,R1,0.6326757118747077,0.7357091332341539,0.2751233077487822,0.6606751347341278,1000
1,35,29,R1,0.6788812803031842,0.7139780432044738,0.0540673909772138,0.2168207471850339,1000
2,22,2,R1,0.8442584099997932,0.9805134454231716,0.0251072330599534,0.5409414161242231,1000
2,104,3,R1,0.5206096554413603,0.5155984166916054,0.1357098492260092,0.5320859796096551,1000
2,98,4,R1,0.3077736643137463,0.5692614446656319,0.3629298557761607,0.2042310088437376,1000
2,44,6,R1,0.5917165116906504,0.6183205204756788,0.199970387516559,0.827578425766108,1000
2,16,9,R1,0.6564554273656715,0.8346186102911684,0.0909161386637914,0.2141923350668483,1000
2,87,10,R1,0.6545153750209636,0.7678916491860001,0.0429426564215406,0.0878051080569538,1000
2,91,11,R1,0.4307197655186014,0.4196192607189801,0.2626953370213875,0.6347439224596445,1000
2,26,12,R1,0.5462073572436236,0.6547963966001389,0.1228772341549518,0.3987731132953505,1000
2,112,13,R1,0.3998166068048255,0.5282060498109458,0.3620808555746548,0.376459817789856,1000
2,50,15,R1,0.5435635604344438,0.5481439976846179,0.1196778021769924,0.5279467824839226,1000
2,27,19,R1,0.4045740007126601,0.2796738271072382,0.1560661157541913,0.6965250411809991,1000
2,117,20,R1,0.6266327344499463,0.6667377345259375,0.1449197886797497,0.5626529437150214,1000
2,58,21,R1,0.5024083735791006,0.5592263343046417,0.075680733881067,0.3048054365165561,1000
2,61,23,R1,0.6390971355674937,0.6539701319308354,0.043645500196431,0.2416708408592723,1000
2,11,24,R1,0.6933698255757427,0.94975134471122,0.1840018632747117,0.6981337513081481,1000
2,47,25,R1,0.4843852099659296,0.6576324524349715,0.307315542781927,0.0817054444865895,1000
2,59,26,R1,0.5497533577854674,0.6084757777846798,0.1790690497556918,0.7711088320587015,1000
2,107,28,R1,0.4802109394244463,0.4728518409426198,0.1868343865709021,0.4826689308007785,1000
2,69,29,R1,0.6694553303543412,0.7139780432044738,0.0603800911730166,0.3338203950642152,1000
3,4,5,R1,0.6297392855093656,0.7027000479304515,0.1306455441870849,0.6134118115327748,1000
3,41,15,R1,0.5348971243364404,0.5569468399294297,0.1185127931973821,0.673366362009418,1000
3,72,16,R1,0.465100764373941,0.5271093332407204,0.2639268957003474,0.4122194082537023,1000
3,75,17,R1,0.5203352059676375,0.6105046397907947,0.2759770807453372,0.5064376121596886,1000
3,68,26,R1,0.5179953751349876,0.4115401922789047,0.1968067239794458,0.5650686274986593,1000
3,56,28,R1,0.5319576049127065,0.5023188181989197,0.1974290284523405,0.4709597905156488,1000
